Sentence,NER
what classic screwball comedy about two guys in drag on the lam from the mob stars jack lemmon and tony curtis,"{'Opinion': ['classic'], 'Genre': ['screwball comedy'], 'Plot': ['two guys in drag on the lam from the mob'], 'Actor': ['jack lemmon', 'tony curtis']}"
what clive owen movie centers around a lone pregnant woman and the attempt to get her to safety to save mankind,"{'Actor': ['clive owen'], 'Plot': ['a lone pregnant woman and the attempt to get her to safety to save mankind']}"
what coen brothers film stars jeff bridges as a stoner who goes on a detective chase,"{'Director': ['coen brothers'], 'Actor': ['jeff bridges'], 'Plot': ['stoner who goes on a detective chase']}"
what coen brothers film stars nic cage and holly hunter as a couple who desperately want a child,"{'Director': ['coen brothers'], 'Actor': ['nic cage', 'holly hunter'], 'Plot': ['a couple who desperately want a child']}"
what comedy film directed by paul feig contains a controversial scene where 4 women get food poisoning,"{'Director': ['paul feig'], 'Plot': ['a controversial scene where 4 women get food poisoning']}"
what comedy film earned saturday night live cast member kristen wiig an academy award nomination,"{'Genre': ['comedy'], 'Actor': ['kristen wiig'], 'Award': ['academy award nomination']}"
what comedy film tells the story of three friends who decide to kill their employers with the help of jamie foxx,"{'Genre': ['comedy'], 'Plot': ['story of three friends who decide to kill their employers with the help of'], 'Actor': ['jamie foxx']}"
what comedy from that 70 s show alumni topher grace is set during a party in the 1980 s,"{'Genre': ['comedy'], 'Year': ['70 s'], 'Opinion': ['alumni'], 'Actor': ['topher grace']}"
what comedy sequel stars bradley cooper zach galifianakis and nbc s the office star ed helms,"{'Genre': ['comedy'], 'Relationship': ['sequel'], 'Actor': ['bradley cooper zach galifianakis', 'ed helms']}"
what comedy spoof film starred leslie nielsen as a passenger on an ill fated passenger flight,"{'Genre': ['comedy spoof'], 'Actor': ['leslie nielsen'], 'Plot': ['passenger on an ill fated passenger flight']}"
what comedy spoof film starring leslie nielsen is about a crash and contains multiple flashbacks,"{'Genre': ['comedy spoof'], 'Actor': ['leslie nielsen'], 'Plot': ['crash and contains multiple flashbacks']}"
what comedy stars will ferrell and mark wahlberg as hapless cops trying to solve a big case,"{'Actor': ['will ferrell', 'mark wahlberg'], 'Plot': ['hapless cops trying to solve a big case']}"
what comedy was released in 2012 where sasha baron cohen plays a north african ruler,"{'Genre': ['comedy'], 'Year': ['2012'], 'Actor': ['sasha baron cohen'], 'Plot': ['a north african ruler']}"
what critically acclaimed origin story film released in 2011 featured a main character named caesar,"{'Genre': ['origin story'], 'Year': ['2011'], 'Character_Name': ['caesar']}"
what critically acclaimed war film directed by steven spielberg was upset for the oscar for best picture,"{'Opinion': ['critically acclaimed'], 'Genre': ['war'], 'Director': ['steven spielberg'], 'Award': ['oscar for best picture']}"
what cult classic comedy directed by jared hess stars jon heder as the eponymous awkward teen hero,"{'Genre': ['cult', 'comedy'], 'Opinion': ['classic'], 'Director': ['jared hess'], 'Actor': ['jon heder']}"
what cult classic features singer meatloaf a pair of large red lips and fishnet stockings,"{'Genre': ['cult classic'], 'Actor': ['meatloaf'], 'Plot': ['pair of large red lips and fishnet stockings']}"
what cult classic starred brad pitt as a character that actually only existed in edward norton s head,"{'Genre': ['cult classic'], 'Actor': ['brad pitt', 'edward norton'], 'Plot': ['as a character that actually only existed in', 'head']}"
what culturally significant film is loosely based on peter george s cold war thriller novel red alert,"{'Opinion': ['culturally significant'], 'Relationship': ['loosely based'], 'Origin': ['peter george s cold war thriller novel red alert']}"
what current spike lee movie features intense performances by both denzel washington and clive owen,"{'Director': ['spike lee'], 'Opinion': ['intense performances'], 'Actor': ['denzel washington', 'clive owen']}"
what david cronenberg film starring jeff goldbloom is about a teleportation exercise gone horribly wrong,"{'Director': ['david cronenberg'], 'Actor': ['jeff goldbloom'], 'Plot': ['a teleportation exercise gone horribly wrong']}"
what david mamet film stars dustin hoffman as a film producer hired to fake a war,"{'Director': ['david mamet'], 'Actor': ['dustin hoffman'], 'Plot': ['a film producer hired to fake a war']}"
what david o russell film starred mark wahlberg and christian bale as brother who box professionally,"{'Director': ['david o russell'], 'Actor': ['mark wahlberg', 'christian bale'], 'Plot': ['brother who box professionally']}"
what dc comics superhero movie features ryan reynolds saving the world from an entity made of fear,"{'Genre': ['dc comics superhero movie'], 'Actor': ['ryan reynolds'], 'Plot': ['saving the world from an entity made of fear']}"
what disney animated feature chronicles the story of a young french girl who grows to love a man turned into a hideous monster,"{'Director': ['disney'], 'Genre': ['animated'], 'Plot': ['chronicles the story of a young french girl who grows to love a man turned into a hideous monster']}"
what disney animated film introduced the world to simba a lion whose father is murdered by his uncle,"{'Genre': ['disney animated'], 'Character_Name': ['simba'], 'Plot': ['lion whose father is murdered by his uncle']}"
what disney animated film tells the story of simba who in the absence of a father is raised by timon and pumba,"{'Director': ['disney'], 'Genre': ['animated film'], 'Plot': ['of', 'who in the absence of a father is raised by', 'and'], 'Character_Name': ['simba', 'timon', 'pumba']}"
what disney classic is about a father dying and the offspring learning to cope with difficulties,"{'Origin': ['disney'], 'Opinion': ['classic'], 'Plot': ['a father dying and the offspring learning to cope with difficulties']}"
what disney film featured a crazed father trying to save his only daughter from a horrible monster,"{'Director': ['disney'], 'Plot': ['a crazed father trying to save his only daughter from a horrible monster']}"
what disney film is a series of animated vignettes that coincide with famous pieces of music,"{'Director': ['disney'], 'Plot': ['series', 'animated vignettes that coincide with famous pieces of music']}"
what disney movie is about a cowboy and an astronaut,"{'Director': ['disney'], 'Plot': ['a cowboy and an astronaut']}"
what disney musical featured groundbreaking animation and mickey mouse as a sorcerer s apprentice who loses control of his master s tricks,"{'Director': ['disney'], 'Genre': ['musical'], 'Opinion': ['groundbreaking'], 'Character_Name': ['mickey mouse'], 'Plot': ['as a sorcerer s apprentice who loses control of his master s tricks']}"
what disney summer blockbuster featuring jack gylenhal was based on a long running game series,"{'Director': ['disney'], 'Genre': ['summer blockbuster'], 'Actor': ['jack gylenhal'], 'Origin': ['based on a'], 'Relationship': ['long running game series']}"
what documentary directed by errol morris concerned a man wrongfully convicted of murder and put in prison for life,"{'Genre': ['documentary'], 'Director': ['errol morris'], 'Plot': ['a man wrongfully convicted of murder and put in prison for life']}"
what doo wop musical film starring john travolta and olivia newton john tells the story of young love between a preppy girl and a bad boy type,"{'Director': ['doo wop'], 'Genre': ['musical'], 'Actor': ['john travolta', 'olivia newton john'], 'Plot': ['story of young love between a preppy girl and a bad boy type']}"
what dr suess story was adapted to film featuring jim carey as the outcast of whoville,"{'Plot': ['dr suess story', 'the outcast of whoville'], 'Actor': ['jim carey']}"
what dystopian sci fi movie stared harrison ford chasing down rogue robots known as replicants in the future,"{'Genre': ['dystopian sci fi'], 'Actor': ['harrison ford'], 'Plot': ['chasing down rogue robots known as replicants in the future']}"
what early 90 s john singleton film stars ice cube and is about the lives of a group of friends in a los angeles ghetto,"{'Year': ['early 90 s'], 'Director': ['john singleton'], 'Actor': ['ice cube'], 'Plot': ['the lives of a group of friends in a los angeles ghetto']}"
what eli roth film charecterized by many as torture porn is about friends who are kidnapped abroad,"{'Director': ['eli roth'], 'Opinion': ['charecterized by many as torture porn'], 'Plot': ['about friends who are kidnapped abroad']}"
what ensemble comedy film starred adam sandler chris rock and david spade as fathers reliving their youths,"{'Genre': ['ensemble comedy'], 'Actor': ['adam sandler chris rock', 'david spade'], 'Plot': ['fathers reliving their youths']}"
what epic steven spielberg world war 2 film does liam neeson save jews from the nazis,"{'Director': ['steven spielberg'], 'Genre': ['world war 2'], 'Actor': ['liam neeson'], 'Plot': ['save jews from the nazis']}"
what eye catching animated musical had all children singing hakuna matata and i ca n t wait to be king,"{'Opinion': ['eye catching'], 'Genre': ['animated musical'], 'Soundtrack': ['hakuna matata', 'i ca n t wait to be king']}"
what famed black action film starring richard roundtree earned isaac hayes an academy award for best original song,"{'Genre': ['black action'], 'Actor': ['richard roundtree'], 'Award': ['academy']}"
what famous animated disney movie from the 90 s did the character named mufasa come from,"{'Opinion': ['famous'], 'Genre': ['animated disney'], 'Year': ['90 s'], 'Character_Name': ['mufasa']}"
what famous classic 1939 film tells the tale of southern belle scarlett o hara during the civil war,"{'Opinion': ['classic'], 'Year': ['1939'], 'Plot': ['tale of southern belle'], 'Character_Name': ['scarlett o hara'], 'Genre': ['civil war']}"
what famous horror film with jamie lee curtis features a killed with a rubber mask,"{'Genre': ['horror'], 'Actor': ['jamie lee curtis'], 'Plot': ['a killed with a rubber mask']}"
what famous musical featured the song i ve got to wash that man right out of my hair,"{'Opinion': ['famous'], 'Genre': ['musical'], 'Soundtrack': ['i ve got to wash that man right out of my hair']}"
what famous superhero did christopher reeve play in 4 movies starting in 1978 and ending in 1987,"{'Actor': ['christopher reeve'], 'Year': ['1978', '1987']}"
what famous tale began as a charles dickens novella and has been adapted to film stage opera,{'Origin': ['charles dickens novella']}
what famous western film inspired the korean film the good the bad and the weird,"{'Genre': ['western'], 'Relationship': ['film the good the bad and the weird']}"
what film s climax includes jimmy stewart filibustering a bill on the floor of the united states congress,"{'Actor': ['jimmy stewart'], 'Plot': ['filibustering a bill on the floor of the united states congress']}"
what film about alienated mutant heroes tells the story of their beginnings and efforts to save the world from the true bad guys,{'Plot': ['alienated mutant heroes tells the story of their beginnings and efforts to save the world from the true bad guys']}
what film adapted from a popular saturday night live sketch stars will forte as a creative problem solver,"{'Origin': ['adapted from a popular saturday night live sketch'], 'Actor': ['will forte'], 'Plot': ['creative problem solver']}"
what film am i thinking of where there is skit with a killer rabbit and a black knight,{'Plot': ['a killer rabbit and a black knight']}
what film based on a popular book starred jessica chastain as a clueless white lady in the south,"{'Origin': ['popular book'], 'Actor': ['jessica chastain'], 'Plot': ['a clueless white lady in the south']}"
what film based on a stage musical features two gangs the sharks and jets and the song i feel pretty,"{'Origin': ['stage musical'], 'Soundtrack': ['i feel pretty']}"
what film based on a steven king book starred morgan freeman as a wise prisoner,"{'Origin': ['a steven king book'], 'Actor': ['morgan freeman'], 'Plot': ['a wise prisoner']}"
what film based on the popular novel did octavia spencer win an academy award for,"{'Origin': ['based on the popular novel'], 'Actor': ['octavia spencer'], 'Plot': ['win an'], 'Award': ['academy award']}"
what film did woody allen win a best director oscar while guiding diane keaton to a best actress oscar,"{'Director': ['woody allen'], 'Award': ['best director oscar', 'best actress oscar'], 'Actor': ['diane keaton']}"
what film directed by george clooney and shot in black and white stars david strathairn,"{'Director': ['george clooney'], 'Actor': ['david strathairn']}"
what film directed by michael bay includes characters from a toy line produced by hasbro,"{'Director': ['michael bay'], 'Origin': ['characters from a toy line produced by hasbro']}"
what film directed by peter jackson was the first in a famous academy award winning trilogy,"{'Director': ['peter jackson'], 'Relationship': ['first', 'trilogy'], 'Award': ['academy award winning']}"
what film directed by ridley scott used 3 d cameras throughout and required specially antiquated technology to be filmed,{'Director': ['ridley scott']}
what film directed by steven spielberg and featuring a young drew barrymore is the story of children who find a lost alien,"{'Director': ['steven spielberg'], 'Actor': ['drew barrymore'], 'Plot': ['story of children who find a lost alien']}"
what film is a found footage movie about a wild and crazy drunken evening at a party,"{'Genre': ['found footage'], 'Plot': ['wild and crazy drunken evening at a party']}"
what film is about a charming arabian sheik who becomes infatuated with an adventurous modern thinking englishwoman and abducts her to his home in the saharan desert,{'Plot': ['charming arabian sheik who becomes infatuated with an adventurous modern thinking englishwoman and abducts her to his home in the saharan desert']}
what film is about a miser visited by ghosts on christmas eve set in england,{'Plot': ['a miser visited by ghosts on christmas eve set in england']}
what film is an adaptation of a 23 year old game series featuring scimitars and acrobatics,"{'Origin': ['adaptation of a 23 year old game series'], 'Plot': ['featuring scimitars and acrobatics']}"
what film is an adaption of anthony burgess novella of the same title and is considered extremely vulgar,"{'Origin': ['adaption of anthony burgess novella of the same title'], 'Opinion': ['considered extremely vulgar']}"
what film is based on a popular video game franchise starring a time traveling arabian boy,"{'Origin': ['based on a popular video game franchise'], 'Plot': ['a time traveling arabian boy']}"
what film project did al pacino lead based on one of shakespeare s most famous tragedies,"{'Actor': ['al pacino'], 'Origin': ['shakespeare s most famous tragedies']}"
what film released in 3 d is a sequel to a disney classic about a man stuck in a video game,"{'Relationship': ['sequel'], 'Origin': ['disney classic'], 'Plot': ['a man stuck in a video game']}"
what film spoof from 1980 shows the antics of an airplane and its crew and passangers,"{'Genre': ['spoof'], 'Year': ['1980'], 'Plot': ['the antics of an airplane and its crew and passangers']}"
what film starred vanessa redgrave as a scottish queen at odds with glenda jackson as queen elizabeth i,"{'Actor': ['vanessa redgrave'], 'Plot': ['as a scottish queen at odds with glenda jackson as queen elizabeth i']}"
what film starring daniel radcliffe is loosely based on susan hill s 1983 horror fiction novel,"{'Actor': ['daniel radcliffe'], 'Origin': ['loosely based on susan hill s 1983 horror fiction novel']}"
what film starring johnny depp is the first in a famous series to not co star orlando bloom,{'Actor': ['johnny depp']}
what film starring woody harrelson is director martin mcdonagh s follow up to the critically acclaimed in bruges,"{'Actor': ['woody harrelson'], 'Director': ['martin mcdonagh'], 'Relationship': ['follow up to the critically acclaimed in bruges']}"
what film stars bruce willis as a man who forms a relationship with a boy who reveals he is dead,"{'Actor': ['bruce willis'], 'Plot': ['a man who forms a relationship with a boy who reveals he is dead']}"
what film stars john cusack as a man who travels back in time with his friends to the 1980 s,"{'Actor': ['john cusack'], 'Plot': ['man who travels back in time with his friends to the 1980 s']}"
what film takes place in a mental institution where a brash rebel rallies the patients to take on the oppressive nurse ratched a woman more dictator than nurse,{'Plot': ['a mental institution where a brash rebel rallies the patients to take on the oppressive nurse ratched a woman more dictator than nurse']}
what film tells the story of a tv network who cynically exploits a deranged ex tv anchor s ravings and revelations about the media for their own profit,{'Plot': ['a tv network who cynically exploits a deranged ex tv anchor s ravings and revelations about the media for their own profit']}
what film tells the story of monsters who generate their city s power by scaring children but are terribly afraid themselves of being contaminated by children,{'Plot': ['monsters who generate their city s power by scaring children but are terribly afraid themselves of being contaminated by children']}
what film was based on shakespeare s play about a young prince who seeks revenge on his uncle for his father s murder,"{'Origin': ['shakespeare s play'], 'Plot': ['a young prince who seeks revenge on his uncle for his father s murder']}"
what film was the first written by ben affleck and matt damon and won them an academy award,"{'Director': ['ben affleck', 'matt damon'], 'Award': ['academy award']}"
what film was written by aaron sorkin chronicling the creation of facebook and legal recourse after its creation,"{'Director': ['aaron sorkin'], 'Plot': ['chronicling the creation of facebook and legal recourse after its creation']}"
what film which won an oscar for best picture was directed by steven spielberg in 1992,"{'Award': ['won an oscar for best picture'], 'Director': ['steven spielberg'], 'Year': ['1992']}"
what foreign action film from the year 2000 was directed by ang lee and featured lavish special effects in it s fight scenes,"{'Genre': ['foreign action film'], 'Year': ['2000'], 'Director': ['ang lee']}"
what foreign film spawned a spin off american movie and two television series that featured the female lead who worked for section,"{'Genre': ['foreign'], 'Relationship': ['spin off'], 'Plot': ['the female lead who worked for section']}"
what futuristic movie about a desolate world fighting over gasoline did mel gibson star in,"{'Genre': ['futuristic movie'], 'Plot': ['a desolate world fighting over gasoline'], 'Actor': ['mel gibson']}"
what gary marshall film from 1990 featured a song that won a song of the year grammy award that year,"{'Director': ['gary marshall'], 'Year': ['1990'], 'Award': ['song of the year grammy award']}"
what greg hefley movie concentrates on the conflict between brothers and ends with a lesson in supporting family and friends,"{'Director': ['greg hefley'], 'Plot': ['concentrates on the conflict between brothers and ends with a lesson in supporting family and friends']}"
what gritty vietnam war drama stars robert deniro and christopher walken focusing on their capture,"{'Genre': ['vietnam war drama'], 'Actor': ['robert deniro', 'christopher walken'], 'Plot': ['capture']}"
what guillermo del torro film follows the adventures of a sick girl living in franco s spain,"{'Director': ['guillermo del torro'], 'Plot': ['the adventures of a sick girl living in franco s spain']}"
what harrison ford film features the search of a famous religious box and features the line i hate snakes,"{'Actor': ['harrison ford'], 'Plot': ['search of a famous religious box'], 'Quote': ['i hate snakes']}"
what historical drama was directed by stephen spielberg and features ben kingsley as itzhak stern,"{'Genre': ['historical drama'], 'Director': ['stephen spielberg'], 'Actor': ['ben kingsley'], 'Character_Name': ['itzhak stern']}"
what historical film was based on a novel created as an entry in the national novel writing month competition,"{'Genre': ['historical'], 'Origin': ['based on a novel created as an entry in the national novel writing month competition']}"
what hitchcock thriller features the classic scene in which cary grant is attacked by a crop dusting plane,"{'Director': ['hitchcock'], 'Genre': ['thriller'], 'Actor': ['cary grant'], 'Plot': ['attacked by a crop dusting plane']}"
what holiday film is best known for a scene where a character s toungue is stuck on a frozen pole,"{'Genre': ['holiday film'], 'Plot': ['where a character s toungue is stuck on a frozen pole']}"
what holiday movie has jim carrey playing ebeneezer scrooge and was released in 2009,"{'Genre': ['holiday'], 'Actor': ['jim carrey'], 'Character_Name': ['ebeneezer scrooge'], 'Year': ['2009']}"
what horror movie staring gunner hanson was loosely based off of the the sociopath farmer ed gein,"{'Genre': ['horror'], 'Actor': ['gunner hanson'], 'Plot': ['loosely based', 'the sociopath farmer ed gein']}"
what horror movies includes a man wearing the face of one of his victims as he pursues others,"{'Genre': ['horror'], 'Plot': ['a man wearing the face of one of his victims as he pursues others']}"
what horror remake features a young babysitter who is stalked by a maniac continually asking have you checked the children,"{'Genre': ['horror'], 'Relationship': ['remake'], 'Plot': ['a young babysitter who is stalked by a maniac continually asking'], 'Quote': ['have you checked the children']}"
what howard hawks screwball comedy starred cary grant and rosalind russell as ex lovers at a newspaper,"{'Director': ['howard hawks'], 'Genre': ['comedy'], 'Actor': ['cary grant', 'rosalind russell'], 'Plot': ['ex lovers at a newspaper']}"
what humphrey bogart movie contains the phrase frankly my dear i do n t give a damn,"{'Actor': ['humphrey bogart'], 'Quote': ['frankly my dear i do n t give a damn']}"
what iconic film starring james stewart and donna reid taught us that every time a bell rings an angel gets their wings,"{'Opinion': ['iconic'], 'Actor': ['james stewart', 'donna reid'], 'Plot': ['every time a bell rings an angel gets their wings']}"
what intense cop drama takes place in present day los angelos featuring jake gylenhal that was released in 2012,"{'Genre': ['cop drama'], 'Actor': ['jake gylenhal'], 'Year': ['2012']}"
what intense crime thriller was directed by bryan singer starring benecio del toro and kevin spacey,"{'Genre': ['crime thriller'], 'Director': ['bryan singer'], 'Actor': ['benecio del toro', 'kevin spacey']}"
what intense war drama was directed by the brilliant mind that brought you the godfather trilogy,"{'Opinion': ['intense', 'brilliant'], 'Genre': ['war drama']}"
what is 1988 american comedy film a modernization of charles dickens a christmas carol the film was produced and directed by richard donner and the cinematography was by michael chapman,"{'Year': ['1988'], 'Genre': ['american comedy'], 'Origin': ['modernization of charles dickens a christmas carol'], 'Director': ['richard donner']}"
what is 2005 american drama film starring russell crowe as james braddock a boxer during the depression,"{'Year': ['2005'], 'Genre': ['american drama film'], 'Actor': ['russell crowe'], 'Character_Name': ['james braddock'], 'Plot': ['boxer during the depression']}"
what is 2006 american slasher film written for the screen and directed by glen morgan and starring katie cassidy mary elizabeth winstead crystal lowe lacey chabert michelle trachtenberg oliver hudson kristen cloke and andrea martin,"{'Year': ['2006'], 'Origin': ['american'], 'Genre': ['slasher'], 'Director': ['glen morgan'], 'Actor': ['katie cassidy mary elizabeth winstead crystal lowe lacey chabert michelle trachtenberg oliver hudson kristen cloke and andrea martin']}"
what is 2010 american action thriller film directed by tony scott as his final film written by mark bomback and starring denzel washington and chris pine,"{'Year': ['2010'], 'Genre': ['american action thriller'], 'Director': ['tony scott'], 'Actor': ['denzel washington', 'chris pine']}"
what is 2011 american science fiction thriller film written and directed by j j abrams and produced by steven spielberg,"{'Year': ['2011'], 'Genre': ['american science fiction thriller'], 'Director': ['j j abrams', 'steven spielberg']}"
what is a 1921 american silent romance film produced by famous players lasky directed by george melford and starring rudolph valentino agnes ayres and adolphe menjou,"{'Year': ['1921'], 'Genre': ['american silent romance film'], 'Director': ['george melford'], 'Actor': ['rudolph valentino agnes ayres', 'adolphe menjou']}"
what is a 1932 american pre code horror film about sideshow performers directed and produced by tod browning and released by metro goldwyn mayer with a cast mostly composed of actual carnival performers,"{'Year': ['1932'], 'Genre': ['american pre code horror'], 'Plot': ['sideshow performers'], 'Director': ['tod browning']}"
what is a 1938 american screwball comedy film directed by howard hawks starring katharine hepburn and cary grant and released by rko radio pictures,"{'Year': ['1938'], 'Genre': ['screwball comedy'], 'Director': ['howard hawks'], 'Actor': ['katharine hepburn', 'cary grant']}"
what is a 1942 animated classic about a young white tailed deer and his woodland friends,"{'Year': ['1942'], 'Genre': ['animated classic'], 'Plot': ['a young white tailed deer and his woodland friends']}"
what is a 1949 british film noir directed by carol reed and starring joseph cotten alida valli orson welles and trevor howard it is particularly remembered for its atmospheric cinematography performances and musical score,"{'Year': ['1949'], 'Genre': ['british'], 'Director': ['carol reed'], 'Actor': ['joseph cotten alida valli orson welles', 'trevor howard']}"
what is a 1958 psychological thriller film directed by alfred hitchcock based on the 1954 novel d entre les morts by boileau narcejac,"{'Year': ['1958'], 'Genre': ['psychological thriller'], 'Director': ['alfred hitchcock'], 'Origin': ['1954 novel d entre les morts by boileau narcejac']}"
what is a 1959 american romantic comedy film directed by billy wilder and starred marilyn monroe,"{'Year': ['1959'], 'Genre': ['american romantic comedy'], 'Director': ['billy wilder'], 'Actor': ['marilyn monroe']}"
what is a 1961 musical film directed by robert wise and jerome robbins the film is an adaptation of the 1957 broadway musical of the same name which in turn was adapted from william shakespeare s play romeo and juliet,"{'Year': ['1961'], 'Genre': ['musical'], 'Director': ['robert wise', 'jerome robbins'], 'Origin': ['adaptation of the 1957 broadway musical of the same name', 'adapted from william shakespeare s play romeo and juliet']}"
what is a 1964 musical film adaptation of the lerner and loewe stage musical of the same name based on the 1938 film adaptation of the original stage play pygmalion by george bernard shaw,"{'Year': ['1964'], 'Genre': ['musical'], 'Plot': ['film adaptation of the', 'of the same name based on the 1938 film adaptation', 'original'], 'Origin': ['lerner and loewe stage musical', 'stage play pygmalion by george bernard shaw']}"
what is a 1966 yakuza film directed by seijun suzuki the story follows tetsuya watari as the reformed yakuza hitman phoenix tetsu who is forced to roam japan avoiding execution by rival gangs,"{'Year': ['1966'], 'Genre': ['yakuza film'], 'Director': ['seijun suzuki'], 'Plot': ['follows tetsuya watari as the reformed yakuza hitman', 'who is forced to roam japan avoiding execution by rival gangs'], 'Character_Name': ['phoenix tetsu']}"
what is a 1969 american epic western film directed by sam peckinpah about an aging outlaw gang on the texas mexico border trying to exist in the changing modern world of 1913,"{'Year': ['1969'], 'Genre': ['american', 'western'], 'Opinion': ['epic'], 'Director': ['sam peckinpah'], 'Plot': ['about an aging outlaw gang on the texas mexico border trying to exist in the changing modern world of 1913']}"
what is a 1970 american satirical black comedy film directed by robert altman and written by ring lardner jr based on richard hooker s novel mash a novel about three army doctors,"{'Year': ['1970'], 'Genre': ['satirical black comedy'], 'Director': ['robert altman'], 'Origin': ['richard hooker s novel mash'], 'Plot': ['about three army doctors']}"
what is a 1972 american thriller film produced and directed by john boorman and released by warner bros,"{'Year': ['1972'], 'Genre': ['thriller'], 'Director': ['john boorman']}"
what is a 1981 dramatic fantasy film directed produced and co written by john boorman that retells the legend of king arthur and the knights of the round table,"{'Year': ['1981'], 'Genre': ['dramatic fantasy film'], 'Director': ['john boorman'], 'Plot': ['retells the legend of king arthur and the knights of the round table']}"
what is a 1983 american film adapted from tom wolfe s 1979 book about the test pilots who were involved in high speed aeronautical research at edwards air force base as well as those selected to be astronauts for project mercury the united states first attempt at manned spaceflight,"{'Year': ['1983'], 'Origin': ['adapted from tom wolfe s 1979 book'], 'Plot': ['test pilots who were involved in high speed aeronautical research at edwards air force base as well as those selected to be astronauts for project mercury the united states first attempt at manned spaceflight']}"
what is a 1983 film about the new zealand australian racehorse and the film starred tom burlinson and was written by famous australian playwright david williamson,"{'Year': ['1983'], 'Plot': ['about the new zealand australian racehorse'], 'Actor': ['tom burlinson']}"
what is a 1984 italian epic crime drama film co written and directed by sergio leone and starring robert de niro and james woods,"{'Year': ['1984'], 'Genre': ['italian', 'crime drama'], 'Opinion': ['epic'], 'Director': ['sergio leone'], 'Actor': ['robert de niro', 'james woods']}"
what is a 1987 american coming of age war film based on j g ballard s semi autobiographical novel of the same name and steven spielberg directed the film,"{'Year': ['1987'], 'Genre': ['american coming of age war film'], 'Origin': ['j g ballard s semi autobiographical novel of the same name'], 'Director': ['steven spielberg']}"
what is a 1987 biopic about the life of puyi the last emperor of china whose autobiography was the basis for the screenplay written by mark peploe and bernardo bertolucci,"{'Year': ['1987'], 'Genre': ['biopic'], 'Plot': ['the life of puyi the last emperor of china'], 'Origin': ['autobiography was the basis', 'mark peploe', 'bernardo bertolucci']}"
what is a 1994 american drama film written and directed by frank darabont and starring tim robbins and morgan freeman,"{'Year': ['1994'], 'Genre': ['american drama'], 'Director': ['frank darabont'], 'Actor': ['tim robbins', 'morgan freeman']}"
what is a 2002 canadian american romantic comedy film written by and starring nia vardalos and directed by joel zwick,"{'Year': ['2002'], 'Genre': ['canadian american romantic comedy'], 'Actor': ['nia vardalos'], 'Director': ['joel zwick']}"
what is a 2002 epic fantasy film directed by peter jackson and based on the second volume of j r r tolkien s novel,"{'Year': ['2002'], 'Opinion': ['epic'], 'Genre': ['fantasy'], 'Director': ['peter jackson'], 'Origin': ['second volume of j r r tolkien s novel']}"
what is a 2003 american biographical sports drama film based on the best selling non fiction book by laura hillenbrand,"{'Year': ['2003'], 'Genre': ['american biographical sports drama'], 'Origin': ['best selling non fiction book by laura hillenbrand']}"
what is a 2004 documentary film by american filmmaker and director and political commentator michael moore,"{'Year': ['2004'], 'Genre': ['documentary'], 'Director': ['michael moore']}"
what is a 2006 dystopian science fiction film directed by alfonso cuar n and based loosely on p d james s 1992 novel,"{'Year': ['2006'], 'Genre': ['dystopian science fiction'], 'Director': ['alfonso cuar n'], 'Origin': ['based loosely on p d james s 1992 novel']}"
what is a 2010 american 3 d computer animated fantasy film by dreamworks animation loosely based on the english 2003 book of the same name by cressida cowell,"{'Year': ['2010'], 'Genre': ['american 3 d computer animated fantasy'], 'Director': ['dreamworks animation'], 'Origin': ['based on the english 2003 book', 'cressida cowell']}"
what is a 2010 american fantasy adventure film written by jordan mechner boaz yakin doug miro and carlo bernard directed by mike newell produced by jerry bruckheimer and walt disney pictures,"{'Year': ['2010'], 'Genre': ['american fantasy adventure'], 'Director': ['mike newell', 'jerry bruckheimer', 'walt disney pictures']}"
what is a 2010 american found footage supernatural horror film directed and edited by daniel stamm,"{'Year': ['2010'], 'Genre': ['supernatural horror film'], 'Director': ['daniel stamm']}"
what is a 2010 american romantic comedy film starring queen latifah and common that tells the story of a physical therapist who falls in love with a professional basketball player,"{'Year': ['2010'], 'Genre': ['american romantic comedy'], 'Actor': ['queen latifah', 'common'], 'Plot': ['story of a physical therapist who falls in love with a professional basketball player']}"
what is a 2010 american superhero film based on the marvel comics character it is the sequel to 2008 s,"{'Year': ['2010'], 'Genre': ['american superhero film'], 'Origin': ['marvel comics character'], 'Relationship': ['sequel to 2008 s']}"
what is a 2010 american thriller film directed by anton corbijn and starring george clooney thekla reuten violante placido irina bj rklund and paolo bonacelli,"{'Year': ['2010'], 'Genre': ['american thriller'], 'Director': ['anton corbijn'], 'Actor': ['george clooney thekla reuten violante placido irina bj rklund', 'paolo bonacelli']}"
what is a 2010 documentary directed by lucy walker jo o jardim and karen harley the film documents two years of work of brazilian contemporary modern artist vik muniz in creating art with the cooperation of scavengers of recyclables working at jardim gramacho one of the world s largest landfills serving the metropolis of rio de janeiro in brazil,"{'Year': ['2010'], 'Genre': ['documentary'], 'Director': ['lucy walker jo o jardim', 'karen harley'], 'Plot': ['two years of work of brazilian contemporary modern artist vik muniz in creating art with the cooperation of scavengers of recyclables working at jardim gramacho one of the world s largest landfills serving the metropolis of rio de janeiro in brazil']}"
