Sentence,NER
Spending rose 0.2 percent to a seasonally adjusted annual rate of $5.15 trillion after dropping a revised 0.4 percent in June.,{}
"Incomes from wages, salaries and all other sources gained 0.1 percent to a rate of $6.47 trillion after a 0.9 percent jump in June.",{}
"Department officials said July's slight gain in incomes was the weakest for any month since January, when they were flat.",{}
Wages and salaries came under pressure in July as a shorter average workweek and lower hourly earnings cut into paychecks.,{}
The department said wages and salaries decreased by $6.9 billion in July after climbing $45 billion in June.,{}
"""In July, average weekly hours and average hourly earnings declined, more than offsetting the effect of an increase in employment,"" Commerce said.",{'I-ORG': ['Commerce']}
"But more money went into savings accounts, as savings held at 5.3 cents out of each dollar earned in both June and July.",{}
"That was the highest savings rate since October last year, when 5.5 cents out of each dollar earned was being saved.",{}
The generally lackluster report on spending and incomes in July had been expected.,{}
"At the same time, the department said in a separate report that new orders received by U.S. factories climbed strongly in July, with widespread gains across most major categories.",{'I-LOC': ['U.S.']}
"Orders increased 1.8 percent to a seasonally adjusted $317.6 billion, significantly stronger than the 1 percent rise forecast by Wall Street economists.",{'I-LOC': ['Wall Street']}
That followed a revised 0.7 percent decline in June orders.,{}
"Commerce said previously that spending at retail stores was up only 0.1 percent in July, partly because of softer sales of new cars and light trucks.",{}
"In addition, the Labour Department's July employment report had foreshadowed the muted income growth.",{'I-ORG': ['Labour Department']}
It showed average hourly earnings fell in July by 0.2 percent to $11.00 and the average workweek shortened to 34.3 hours from 34.7 in June.,{}
"Gains in personal income, which includes wages and salaries as well as income from sources such as dividends, interest and businesses, are essential for funding consumer purchases, which fuel two-thirds of national economic activity.",{}
"Spending on all types of durable goods, which includes cars, fell to an annual rate of $626.3 billion in July from $633.6 billion in June.",{}
"But spending on nondurable products increased moderately to a rate of $1.55 trillion from $1.54 trillion in June, while spending for services was up to $2.97 trillion in July from $2.96 trillion.",{}
Payrolls of manufacturing companies rose in July by $2.3 billion to an annual rate of $678 billion.,{}
-DOCSTART-,{}
World Markets Overnight Summary - Aug 30.,{}
NEW YORK 1996-08-29,{'I-LOC': ['NEW YORK']}
WORLD MARKETS ROUND-UP,{}
STOCKS GOLD METALS,{}
NY Dow close London opening LME close,"{'I-MISC': ['NY Dow'], 'I-LOC': ['London'], 'I-ORG': ['LME']}"
5647.65 (- 64.73) $387.70 copper per tonne,{}
Nikkei latest CRUDE OIL $1987.0,{'I-MISC': ['Nikkei']}
20202.87 (- 350.29) Sept Brent zinc per tonne,{'I-ORG': ['Brent']}
FTSE close $21.25 $1000.0,{'I-MISC': ['FTSE']}
3885.0 (- 33.7),{}
----- oOo-----,{}
STOCKS SINK AS BOND RATES JUMP ON STRONG DATA,{}
Blue-chip stocks sank to their biggest loss since mid-July Thursday as fresh signs of a surprisingly strong economy boosted long-term bond interest rates above 7 percent.,{}
"The dollar rose slightly against the German mark, but edged lower against the Japanese yen.","{'I-MISC': ['German', 'Japanese']}"
"The Dow Jones industrial average ended down 64.73 points at 5,647.65, its largest drop since July 15, when it closed with a loss of 161 points.",{'I-MISC': ['Dow Jones']}
"In the broader market, declining issues beat advances 1,627 to 743 on moderate volume of 321 million shares on the New York Stock Exchange.",{'I-ORG': ['New York Stock Exchange']}
"In the bond market, the 30-year Treasury bond fell 23/32 of a point, or $7.1875 on a $1,000 bond, raising its yield to 7.04 percent -- the highest since July 31 -- from 6.98 percent at Wednesday's close.",{'I-ORG': ['Treasury']}
"""Seven percent creates psychological problems and a legitimate competitor for money from equities,"" said Ralph Bloch, chief technical analyst at Raymond James.","{'I-PER': ['Ralph Bloch', 'Raymond James']}"
"""We could carry another 100 points lower in the Dow,"" he said. """,{'I-MISC': ['Dow']}
I 'm telling clients things are dicey going into next Friday (Sept.,{}
"6) so let 's be careful. """,{}
Wall Street on Sept.,{'I-LOC': ['Wall Street']}
"6 faces the key monthly employment report, which has been known to cause dramatic swings in stock prices.",{}
"""We had two very strong economic reports,"" said David Shulman, Salomon Bros. '","{'I-PER': ['David Shulman'], 'I-ORG': ['Salomon Bros .']}"
"chief equity strategist. """,{}
There are more worries in bond land.,{}
"Fears of a Fed tightening next month have resurfaced for the first time since the end of July. """,{'I-ORG': ['Fed']}
The Commerce Department reported that the nation's gross domestic product expanded at a 4.8 percent annual rate in the three months from April through June instead of the 4.2 percent estimated a month ago.,{'I-ORG': ['Commerce Department']}
"In another report, sales of new homes jumped unexpectedly in July to the briskest rate in five months, driving prices up in a strong housing market.",{}
"Sales shot up 7.9 percent last month to a seasonally adjusted annual rate of 783,000 units -- the strongest since February, when new homes were selling at a rate of 784,000 a year.",{}
Analysts said the stock market was also worried about the impact on President Clinton's re-election bid of his top political strategist resigning.,{'I-PER': ['Clinton']}
"Dick Morris, who is credited with resurrecting Clinton's political fortunes over the past 18 months by masterminding his turn to the political centre, quit after a supermarket tabloid reported he engaged in a yearlong affair with a prostitute, with whom he allegedly shared confidential campaign documents.","{'I-PER': ['Dick Morris', 'Clinton']}"
Analysts said Wall Street had grown accustomed to a moderate Republican in the form of Democratic President Clinton.,"{'I-LOC': ['Wall Street'], 'I-MISC': ['Republican', 'Democratic'], 'I-PER': ['Clinton']}"
Morris' departure raised fears that Clinton would veer more to the left in a second term.,"{'I-PER': ['Morris', 'Clinton']}"
"The dollar closed at 1.4772 marks, up from 1.4767 late Wednesday.",{}
The dollar slipped to 108.40 yen from 108.45.,{}
"Oil markets rose sharply on a combination of low stocks, two hurricanes and allegations of illicit trading by Iraq.",{'I-LOC': ['Iraq']}
"September heating oil on the New York Mercantile Exchange closed 1.63 cents higher at 63.67 cents a gallon, September unleaded gasoline finished 1.39 cents up at 63.72 cents a gallon and October crude rose 44 cents to $22.15 a barrel.",{'I-ORG': ['New York Mercantile Exchange']}
December cotton closed 0.95 cent higher at 77.06 cents per pound on the New York Cotton Exchange despite some easing of concern about the twin hurricane threat to key U.S. growing areas with forecasts indicating both storms may remain offshore.,"{'I-ORG': ['New York Cotton Exchange'], 'I-LOC': ['U.S.']}"
"Overseas, London's FTSE 100 index had earlier climbed to 3,8921.1 just below its record of 3,922.1, before edging down through the afternoon session to finish the day at 3,885.0, a fall of 33.7 points.","{'I-LOC': ['London'], 'I-MISC': ['FTSE 100']}"
"In Tokyo, the key 225-share Nikkei average shed 156.65 points, or 0.76 percent, to end at 20,553.16.","{'I-LOC': ['Tokyo'], 'I-MISC': ['Nikkei']}"
-DOCSTART-,{}
Pirelli cables look to tap Chinese growth.,"{'I-ORG': ['Pirelli'], 'I-MISC': ['Chinese']}"
David Jones,{}
MILAN 1996-08-30,"{'I-PER': [['David', 'Jones']], 'I-LOC': ['MILAN']}"
Italian tyre and cables giant Pirelli on Friday announced its long-awaited move into China with a cables joint venture set to capitalise on the rapidly-growing Chinese telecommunications market.,"{'I-MISC': ['Italian', 'Chinese'], 'I-ORG': ['Pirelli'], 'I-LOC': ['China']}"
"Pirelli is linking with Hong Kong-based group CITIC Pacific in a venture to be called the Wuxi Tong Ling Company Ltd, which will operate in partnership with a local industrial company at its existing factory in Wuxi, Jiangsu province, Shanghai.","{'I-ORG': ['Pirelli', 'CITIC Pacific', 'Wuxi Tong Ling Company Ltd'], 'I-MISC': ['Hong Kong-based'], 'I-LOC': ['Wuxi', 'Jiangsu', 'Shanghai']}"
"The partners will invest around $30 million in the existing copper cable plant at Wuxi to update technology and include optic fibre production, with annual turnover expected to reach $60 million within the next few years.",{'I-LOC': ['Wuxi']}
"The move marks a further move by Pirelli's cables division to expand in the fast-growing Far Eastern developing markets with the group already present in Indonesia, India and Malaysia.","{'I-ORG': ['Pirelli'], 'I-MISC': ['Far Eastern'], 'I-LOC': ['Indonesia', 'India', 'Malaysia']}"
"""This is really positive news for Pirelli, and I expect that it will produce one of the best half-year results in late September compared to other industrial Italian companies,"" said analyst Paula Buratti at Indosuez.","{'I-ORG': ['Pirelli', 'Indosuez'], 'I-MISC': ['Italian'], 'I-PER': ['Paula Buratti']}"
"She emphasised that the move was positive because Pirelli will have management control of the Chinese venture, and it also showed another example of Pirelli exporting its technical know-how to developing markets.","{'I-ORG': ['Pirelli', 'Pirelli'], 'I-MISC': ['Chinese']}"
Pirelli shares reacted favourable even though talks had been underway for some time and news about a venture had been widely expected.,{'I-ORG': ['Pirelli']}
"The shares rose 0.2 percent to 2,555 lire by 1350 GMT in an easier Milan stock market.","{'I-MISC': ['GMT'], 'I-LOC': ['Milan']}"
"This will be Pirelli's first industrial involvement in a Chinese market where demand for telecommunication networks is expected to grow to 80-100 million new lines between 1996 and 2000, doubling demand for optical cables.","{'I-ORG': ['Pirelli'], 'I-MISC': ['Chinese']}"
"China's second largest telecoms operator Unicom already has a mandate from the central government to establish 15 million new phone lines by the year 2000, which will necessitate new trunk line systems and local distribution networks.","{'I-LOC': ['China'], 'I-ORG': ['Unicom']}"
"""The starting of this production base in China has for our group an undoubted strategic value, representing an important enhancement of our presence in Asia,"" said Pirelli SpA chairman and chief executive officer Marco Tonchetti Provera.","{'I-LOC': ['China', 'Asia'], 'I-ORG': ['Pirelli SpA'], 'I-PER': ['Marco Tonchetti Provera']}"
"Pirelli Cables has global sales of over $3.5 billion, and has become a large supplier of optic cables and systems to major telecoms carriers in the U.S., Europe and the Far East.","{'I-ORG': ['Pirelli Cables'], 'I-LOC': ['U.S.', 'Europe', 'Far East']}"
"CITIC Pacific is a major Hong Kong-listed company focusing on infrastruture, trading, distribution and property, with 28 percent of its 1995 profits coming from telecoms.","{'I-ORG': ['CITIC Pacific'], 'I-MISC': ['Hong Kong-listed']}"
It has investments in several industrial joint ventures in China.,{'I-LOC': ['China']}
-DOCSTART-,{}
Dutch bond futures revival delayed - EOE.,"{'I-MISC': ['Dutch'], 'I-ORG': ['EOE']}"
AMSTERDAM 1996-08-30,{'I-LOC': ['AMSTERDAM']}
"A broad attempt to spur activity in Dutch bond futures has been delayed to give participants a chance to become familiar with the trading system, the European Options Exchange (EOE) said on Friday.","{'I-MISC': ['Dutch'], 'I-ORG': ['European Options Exchange', 'EOE']}"
"Market-making in the rarely-traded FTO contract was expected to begin today, but an EOE spokesman said the 10 banks and brokers involved in the initiative needed time to get accustomed to changes in the electronic trading system.","{'I-ORG': ['FTO', 'EOE']}"
"""It 's not ready yet.",{}
"We found it wise to take some time between the commitment to start and the actual start, ""EOE spokesman Lex van Drooge told Reuters.","{'I-ORG': ['EOE', 'Reuters'], 'I-PER': ['Lex van Drooge']}"
"He said no date had been fixed yet for the start of price making in the 10-year contract, but the EOE had agreed to speak again to the participants in one to two weeks.",{'I-ORG': ['EOE']}
Investors in Dutch bonds currently use German bond futures to hedge their portfolios because the FTO contract is so illiquid.,"{'I-MISC': ['Dutch', 'German'], 'I-ORG': ['FTO']}"
A limited attempt to reinvigorate the contract two years ago failed.,{}
"-- Amsterdam newsroom +31 20 504 5000, Fax +31 20 504 5040",{'I-LOC': ['Amsterdam']}
-DOCSTART-,{}
OSCE defends record over Chechnya peace mission.,"{'I-ORG': ['OSCE'], 'I-LOC': ['Chechnya']}"
BONN 1996-08-30,{'I-LOC': ['BONN']}
The head of an international mediating mission defended its record on Friday in the face of criticism by pro-Moscow leaders in breakway Chechnya and insisted it was doing its best to bring peace to the region.,{'I-LOC': ['Chechnya']}
"Flavio Cotti, the chairman of the Organisation for Security and Cooperation in Europe (OSCE), told German radio the Vienna-based body viewed the conflict in Chechnya as an internal Russian problem.","{'I-PER': ['Flavio Cotti'], 'I-ORG': ['Organisation for Security and Cooperation in Europe', 'OSCE'], 'I-MISC': ['German', 'Vienna-based', 'Russian'], 'I-LOC': ['Chechnya']}"
"""The OSCE is completely involved.",{'I-ORG': ['OSCE']}
"But one must not forget that the OSCE only has limited powers there, ""said Cotti, who is also the Swiss foreign minister.""","{'I-ORG': ['OSCE'], 'I-MISC': ['Swiss']}"
"Our mission in Chechnya has done all it can within the given limitations. """,{'I-LOC': ['Chechnya']}
"Pro-Moscow leaders in Chechnya have criticised Tim Guldimann, the Swiss diplomat who heads the OSCE Chechnya mission, saying he was biased toward Zelimkhan Yandarbiyev, president of the self-declared separatist government.","{'I-MISC': ['Pro-Moscow', 'Swiss'], 'I-LOC': ['Chechnya', 'Chechnya'], 'I-PER': ['Tim Guldimann', 'Zelimkhan Yandarbiyev'], 'I-ORG': [['OSCE']]}"
Russian peacemaker Alexander Lebed and Chechen separatist military leader Aslan Maskhadov started a new round of peace talks on Friday just outside the rebel region.,"{'I-MISC': ['Russian', 'Chechen'], 'I-PER': ['Alexander Lebed', 'Aslan Maskhadov']}"
"Cotti said Chechnya must remain part of Russia, but the solution to the conflict would be to accord the region maximum autonomy within Russia's borders.","{'I-PER': ['Cotti'], 'I-LOC': ['Chechnya', 'Russia', 'Russia']}"
"""There is no doubt that Chechnya, according to OSCE principles, belongs to a state called Russia,"" he said, pointing out that Russia was an OSCE member and it was not the organisation's policy to challenge members' sovereignty.","{'I-LOC': ['Chechnya', 'Russia', 'Russia'], 'I-ORG': ['OSCE', 'OSCE']}"
"He added that the OSCE was the only international body which has been allowed into the Chechnya to monitor the human rights situation there, but that its means were restricted by the fact that the conflict was a ""internal issue"".","{'I-ORG': ['OSCE'], 'I-LOC': ['Chechnya']}"
"""We have a small concept, the details of which have yet to be worked out.",{}
"Chechnya must be accorded the maximum autonomy possible within the framework of Russian integrity, ""said Cotti.","{'I-LOC': ['Chechnya'], 'I-MISC': ['Russian'], 'I-PER': ['Cotti']}"
-DOCSTART-,{}
Dutch say no reason to reopen El Al carqo enquiry.,"{'I-MISC': ['Dutch'], 'I-ORG': ['El Al']}"
THE HAGUE 1996-08-30,{'I-LOC': ['THE HAGUE']}
The Dutch transport minister Annemarie Jorritsma told the country ' second chamber that there is no further need to investigate the 1992 crash of an El Al freighter which left 43 dead in an Amsterdam suburb.,"{'I-MISC': ['Dutch'], 'I-PER': ['Annemarie Jorritsma'], 'I-ORG': ['El Al'], 'I-LOC': ['Amsterdam']}"
She said that a request from her ministry for the aircraft's waybill documentation and further information about the contents of its hold had been complied with by El Al's head office in Tel Aviv.,"{'I-ORG': ['El Al'], 'I-LOC': ['Tel Aviv']}"
"The Dutch transport ministry had come in for pressure from a cross-section of Dutch members of parliaments in May this year, some of whom believed the aircraft had been carrying unlisted, dangerous goods.","{'I-MISC': ['Dutch', 'Dutch']}"
Others said they thought the aircraft was loaded with too much airfreight.,{}
"Jorritsma said the latest evidence from El Al in no way supported the allegations, and added there is no justification for a further investigation into the incident.","{'I-PER': ['Jorritsma'], 'I-ORG': ['El Al']}"
-- Air Cargo Newsroom Tel+44 171 542 8982 Fax +44 171 542 5017,{'I-ORG': ['Air Cargo Newsroom']}
-DOCSTART-,{}
"Armenians, Azeris hold peace talks in Germany.","{'I-MISC': ['Armenians', 'Azeris'], 'I-LOC': ['Germany']}"
BONN 1996-08-30,{'I-LOC': ['BONN']}
"Representatives from Armenia and Azerbaijan held talks earlier this week in Germany on bringing a lasting peace to the disputed Nagorno-Karabakh region, a diplomatic source close to the talks said on Friday.","{'I-LOC': ['Armenia', 'Azerbaijan', 'Germany', 'Nagorno-Karabakh']}"
"The source, who spoke on condition of anonymity, said Azerbaijani presidential adviser Vafa Gulizade and his Armenian counterpart Zhirayr Liparityan met to discuss the disputed enclave on Wednesday and had now flown home.","{'I-PER': ['Azerbaijani', 'Vafa Gulizade', 'Zhirayr Liparityan'], 'I-MISC': ['Armenian']}"
"An uneasy ceasefire has prevailed in Nagorno-Karabakh, which represents around 20 percent of Azeri territory, since May 1994 after ethnic Armenians drove Azeris out of the region.","{'I-LOC': ['Nagorno-Karabakh'], 'I-MISC': ['Azeri', 'Armenians', 'Azeris']}"
"The conflict, which began in 1988, claimed over 10,000 lives.",{}
"""The main subject (of the talks) was the search for a peaceful solution for Nagorno-Karabakh,"" the source said.",{'I-LOC': ['Nagorno-Karabakh']}
He declined to reveal any more details about the content of the talks or their exact location in Germany.,{'I-LOC': ['Germany']}
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out, but will not accept Armenia's demands for the independence of the enclave.","{'I-LOC': ['Azerbaijan', 'Nagorno-Karabakh', 'Armenia']}"
"Russia's Interfax news agency reported on Tuesday the officials had departed for negotiations in Germany, adding that face-to-face talks between the two sides first took place last December in Amsterdam.","{'I-LOC': ['Russia', 'Germany', 'Amsterdam'], 'I-ORG': ['Interfax']}"
Interfax said the discussions were being held in parallel with peace talks mediated by the Organisation for Security and Cooperation in Europe (OSCE) and the broad-based Minsk Group of countries led by Russia and Finland.,"{'I-ORG': ['Interfax', 'Organisation for Security and Cooperation in Europe', 'OSCE', 'Minsk Group'], 'I-LOC': ['Russia', 'Finland']}"
-DOCSTART-,{}
Sombre mood on Arctic island after plane crash.,{'I-MISC': ['Arctic']}
Rolf Soderlind,{}
"LONGYEAR, Norway 1996-08-30","{'I-PER': [['Rolf', 'Soderlind']], 'I-LOC': ['LONGYEAR', 'Norway']}"
"The windblown, chilly streets of this tiny Arctic town are all but deserted and flags are flying at half-mast beneath a brooding, clouded sky.",{'I-MISC': ['Arctic']}
"Longyear is a town in mourning, a close-knit community that has been shattered.",{'I-LOC': ['Longyear']}
"Disaster struck on Thursday when a Russian airliner bringing coal miners to work crashed as it came in to land at the airport, killing all 141 people on board.",{'I-MISC': ['Russian']}
"""It 's a sight I will never forget.",{}
"I will remember it for the rest of my life, ""said Stig Onarheim.",{'I-PER': ['Stig Onarheim']}
"He was one of a handful of rescuers who raced to the scene of the crash in a helicopter on Thursday, hoping in vain to find survivors.",{}
"The plane smashed into a snow-capped mountain on the Arctic island of Spitzbergen on Thursday, just east of Longyear.","{'I-MISC': ['Arctic'], 'I-LOC': ['Spitzbergen', 'Longyear']}"
"""Imagine a big plane with a lot of luggage and people on board.",{}
"Think of all that mixed together, with twisted, wrecked parts on the slope, ""Onarheim, 29, told Reuters.","{'I-LOC': ['Onarheim'], 'I-ORG': ['Reuters']}"
"Police and local officials have sealed off the crash site, protecting it from intrusive reporters and from the polar bears that roam freely across the icy expanses.",{}
"The dead were all Russians and Ukrainians, coming to work in the mining towns of Barentsburg and Pyramiden.","{'I-MISC': ['Russians', 'Ukrainians'], 'I-LOC': ['Barentsburg', 'Pyramiden']}"
"Longyear is a Norwegian settlement of just over 1,000 people, but it also feels the loss keenly.","{'I-LOC': ['Longyear'], 'I-MISC': ['Norwegian']}"
"""I have trouble finding the words to express my grief.",{}
It 's a tragedy for everyone.,{}
"We know many of the people who live in Barentsburg, some of them could have been on the plane, ""said Johan Sletten, 52.","{'I-LOC': ['Barentsburg'], 'I-PER': ['Johan Sletten']}"
"Sletten, a caretaker who has lived on the island for 30 years, said the Norwegian and Russian communities visit frequently, competing at soccer in the summer and with snow-scooter races in the winter.","{'I-PER': ['Sletten'], 'I-MISC': ['Norwegian', 'Russian']}"
Teenage shop assistant Heidi Groenstein was blunter.,{'I-PER': ['Heidi Groenstein']}
"""I 'm glad it was not a Norwegian plane,"" she said. """,{'I-MISC': ['Norwegian']}
Just think of it -- a mining village where so many workers die.,{}
"They must be having a tough time of it now. """,{}
"Barentsburg, just a few hours ride by snow-scooter or 15 minutes by helicopter from Longyear, has asked to be left alone with its grief and told reporters to stay away.","{'I-LOC': ['Barentsburg', 'Longyear']}"
Around 100 Russian and Ukrainian miners were waiting in Longyear to fly home on the plane that crashed.,"{'I-MISC': ['Russian', 'Ukrainian'], 'I-LOC': ['Longyear']}"
They were given shelter in the town's church overnight and ate a sombre breakfast before getting on a bus for the airport.,{}
Another plane had been sent from Moscow to pick them up.,{'I-LOC': ['Moscow']}
"At this time of year, the only colour in Longyear comes from the brightly-painted wooden houses.",{'I-LOC': ['Longyear']}
"Everything else is muddy, the waters of the fjord leaden.",{}
Winter is in the air.,{}
"Barentsburg is an even grimmer place, a run-down testament to the hardships of the new Russia.","{'I-LOC': ['Barentsburg', 'Russia']}"
Spitzbergen lies some 500 miles (800 km) off the northern tip of Norway and endures one of the most extreme climates on the planet.,"{'I-LOC': ['Spitzbergen', 'Norway']}"
"Inhabited by fewer than 3,000 people in total, it sees the sun for 24 hours a day during summer and is plunged into round-the-clock darkness in the winter months.",{}
"The terrain is mountainous, the only roads are dirt tracks.",{}
Norway rules the island group under the terms of a 1920s international treaty which gave many other nations the right to establish setttlements and exploit the coal that is still mined there.,{'I-LOC': ['Norway']}
Only Russia has chosen to do so.,{'I-LOC': ['Russia']}
-DOCSTART-,{}
Ericsson says wins 1.2 bln SKR China order.,"{'I-ORG': ['Ericsson'], 'I-LOC': ['China']}"
STOCKHOLM 1996-08-30,{'I-LOC': ['STOCKHOLM']}
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China.,"{'I-MISC': ['Swedish'], 'I-ORG': ['LM Ericsson AB'], 'I-LOC': ['Guangdong', 'China']}"
Ericsson said in a statement the order was from the Guangdong Post and Telecommunications Administration (GPTA).,"{'I-ORG': ['Ericsson', 'Guangdong Post and Telecommunications Administration', 'GPTA']}"
"The order included AXE switching equipment, ISDN equipment, Intelligent Network (IN) products, broad-band multi-media communication network products, services and training, Ericsson spokesman Per Zetterquist told Reuters.","{'I-MISC': ['AXE', 'Intelligent Network', 'IN'], 'I-ORG': ['Ericsson', 'Reuters'], 'I-PER': ['Per Zetterquist']}"
"Deliveries are due to be completed by 1999, the company said.",{}
-- Stockholm newsroom +46-8-700 1017,{'I-LOC': ['Stockholm']}
-DOCSTART-,{}
HK has infrastructure in place for post-97 - Tsang.,"{'I-LOC': ['HK'], 'I-PER': ['Tsang']}"
AUCKLAND 1996-08-30,{'I-LOC': ['AUCKLAND']}
"Hong Kong Financial Secretary Donald Tsang said on Friday that the territory had the ""infrastructural hardware"" to make a success of its future under Chinese sovereignty from mid-1997.","{'I-LOC': ['Hong Kong'], 'I-PER': ['Donald Tsang'], 'I-MISC': ['Chinese']}"
"""We have the largest and most efficient port on the South China coast ; we have the best transport and telecommunications infrastructure in the world ; and we are investing in this hardware on an enormous scale,"" Tsang said in a speech to Auckland during a visit to New Zealand.","{'I-LOC': ['South China', 'Auckland', 'New Zealand'], 'I-PER': ['Tsang']}"
"Hong Kong also had the necessary ""constitutional infrastructure"" in place, with the promise of autonomy in running its affairs after the handover from Britain to China.","{'I-LOC': ['Hong Kong', 'Britain', 'China']}"
"""What this means in practice is that Hong Kong will go on raising its own taxes, issuing its own currency, setting its own expenditure priorities and managing its own enormous financial reserves,"" Tsang said.","{'I-LOC': ['Hong Kong'], 'I-PER': ['Tsang']}"
"He acknowledged that many Hong Kong people had decided to seek their future elsewhere and others were sure to follow in the next nine months. """,{'I-LOC': ['Hong Kong']}
"But for the great majority of us, Hong Kong is our home and Hong Kong's future is our future. ""","{'I-LOC': ['Hong Kong', 'Hong Kong']}"
-- Wellington newsroom 64 4 473-4746,{'I-LOC': ['Wellington']}
-DOCSTART-,{}
PRESS DIGEST - Indonesian newspapers - August 30.,{'I-MISC': ['Indonesian']}
"Following is a summary of major Indonesian political and business stories in leading newspapers, prepared by Reuters in Jakarta.","{'I-MISC': ['Indonesian'], 'I-ORG': ['Reuters'], 'I-LOC': ['Jakarta']}"
Reuters has not checked the stories and does not guarantee their accuracy.,{'I-ORG': ['Reuters']}
Telephone : (6221) 384-6364.,{}
Fax : (6221) 344-8404.,{}
- - - -,{}
KOMPAS,{}
Indonesian President Suharto has asked businessmen to share their experiences with each other in an effort to boost the country's exports.,"{'I-ORG': [['KOMPAS']], 'I-MISC': ['Indonesian'], 'I-PER': ['Suharto']}"
- - - -,{}
JAKARTA POST,{}
Speaker of the House of Representatives Wahono has called on those serving in high state institutions to direct their efforts in the coming years towards dismantling all barriers to social justice.,"{'I-ORG': ['JAKARTA POST', ['House', 'of', 'Representatives']], 'I-PER': ['Wahono']}"
An agreement to bring peace to the southern Philippines is set to be initialed on Friday after delegates from the Philippine government and the Moro National Liberation Front (MNLF) concluded negotiations on the treaty which is set to end almost 25 years of conflict in the region.,"{'I-LOC': ['Philippines', 'Philippine'], 'I-ORG': ['Moro National Liberation Front', 'MNLF']}"
- - - -,{}
MEDIA INDONESIA,{}
"Around 2,000 of Indonesia's controversial Timor national car made by Kia Motor Corp of South Korea arrived at Jakarta's Tanjung Priok port on Thursday.","{'I-ORG': ['MEDIA INDONESIA', 'Kia Motor Corp'], 'I-LOC': ['Indonesia', 'South Korea', 'Jakarta', 'Tanjung Priok']}"
"The cars will be jointly marketed by Kia and PT Timor Putra Nasional, controlled by a son of President Suharto, which plans next year to start assembling the vehicles in Indonesia.","{'I-ORG': ['Kia', 'PT Timor Putra Nasional'], 'I-PER': ['Suharto'], 'I-LOC': ['Indonesia']}"
- - - -,{}
REPUBLIKA,{}
The Central Jakarta District Court has started to hear the suit filed by ousted Indonesian Democratic Party (PDI) leader Megawati Sukarnoputri against the government and party rivals after the parties failed to reach an out-of-court settlement.,"{'I-ORG': ['REPUBLIKA', 'Central Jakarta District Court', 'Indonesian Democratic Party', 'PDI'], 'I-PER': ['Megawati Sukarnoputri']}"
Megawati has sued the defendants over a government-backed rebel congress which ousted her last June.,{'I-PER': ['Megawati']}
-DOCSTART-,{}
Jeans Mate Corp - 6mth parent forecast.,{'I-ORG': ['Jeans Mate Corp']}
TOKYO 1996-08-30,{'I-LOC': ['TOKYO']}
"Six months to August 20, 1996",{}
(in billions of yen unless specified),{}
LATEST PREVIOUS ACTUAL,{}
(Parent) FORECAST FORECAST YEAR-AGO,{}
Sales 9.06 9.31 8.42,{}
Current 818 million 979 million 882 million,{}
Net 415 million 490 million 412 million,{}
NOTE - Jeans Mate Corp is the full company name.,{'I-ORG': ['Jeans Mate Corp']}
-DOCSTART-,{}
Apic Yamada - 6mth parent forecast.,{'I-ORG': ['Apic Yamada']}
TOKYO 1996-08-30,{'I-LOC': ['TOKYO']}
"Six months to September 30, 1996",{}
(in billions of yen unless specified),{}
LATEST PREVIOUS ACTUAL,{}
(Parent) FORECAST FORECAST YEAR-AGO,{}
Sales 12.50 13.00 11.27,{}
Current 1.30 1.35 1.09,{}
Net 650 million 680 million 600 million,{}
NOTE - Apic Yamada Corp is a leading manufacturer of semiconductor leadframes.,{'I-ORG': ['Apic Yamada Corp']}
-DOCSTART-,{}
"Bootleg brew kills 35 in China, police nab suspects.",{'I-LOC': ['China']}
BEIJING 1996-08-30,{'I-LOC': ['BEIJING']}
"Police in southwest China have arrested 30 people suspected of making and selling homemade alcohol that killed 35 people and poisoned 157, the Xinhua news agency said on Friday.","{'I-LOC': ['China'], 'I-ORG': ['Xinhua']}"
"A group of farmers in Huize county in the southwestern province of Yunnan were arrested for blending alcohol with methanol and selling the toxic liquor to local residents, the agency said.","{'I-LOC': ['Huize', 'Yunnan']}"
"Between late June and July, a total of 192 people were poisoned by the toxic liquor, and 35 of them died and six were left severely handicapped, it said.",{}
"Local authorities launched an investigation after they received reports of several similar deaths in the area, it said.",{}
Post-mortem examinations showed they were all caused by methanol poisoning.,{}
"Police had confiscated the remainder of the poisonous liquor, Xinhua said.",{'I-ORG': ['Xinhua']}
It gave no further details.,{}
-DOCSTART-,{}
Singapore hangs Thai drug trafficker.,"{'I-LOC': ['Singapore'], 'I-MISC': ['Thai']}"
SINGAPORE 1996-08-30,{'I-LOC': ['SINGAPORE']}
"Singapore hanged a Thai farmer at Changi Prison on Friday for drug trafficking, the Central Narcotics Bureau (CNB) said.","{'I-LOC': ['Singapore', 'Changi Prison'], 'I-MISC': ['Thai'], 'I-ORG': ['Central Narcotics Bureau', 'CNB']}"
"Jeerasak Densakul, 24, was arrested in 1995 when he was found with 11 slabs of cannabis weighing 2.2 kg (4.8 pounds), the CNB said.","{'I-PER': ['Jeerasak Densakul'], 'I-ORG': ['CNB']}"
